sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway
BFM4QM8,QZFU,Comgest Growth Europe Opportunities (Class U),0.00,0,0,Comgest Asset Management International Limited Growth Europe Opportunities (Class U),Above-average returns at below-average levels of risk.,Growth Europe Opportunities (Class U),29036,Comgest Asset Management International Limited,102,Europe Including UK,Accumulation,Comgest Growth Europe Opportunities (Class U) (Acc),0.00,1.07000,0.0000,1.07000,0.00,0.00000,0.000000,0,,0,N/a,No income,0,0,0.00,0.00,23:59,,0,0.00,0.00,10.00,EUR,36,0,0,,0.0000,1.07000,1.07,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=565d1b96-b036-4445-b8a0-1762ab013245&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,100.00,0.000,0.000,758.4,,0.070,5,2024-10-26 06:02:57,0000-00-00,-2.9000,-5.1900,14.0400,-22.5400,25.1800,,14.0400,-4.3400,-29.0000,24.3500,29.9600,,,,,,,,,,,,1.07,0,1,1,1,1,2009-08-07 00:00:00,N,803.9999999999999,803.9999999999999,-7.00,-0.86,2024-10-24,N
BMBWVX8,VGRT,Comgest Growth Japan (Class U),25.00,1,0,Comgest Asset Management International Limited Growth Japan (Class U),Above-average returns at below-average levels of risk.,Growth Japan (Class U),29036,Comgest Asset Management International Limited,113,Japan,Income,Comgest Growth Japan (Class U) (Inc),0.00,0.92000,0.0000,0.92000,0.00,0.00000,0.000000,0,,0,N/a,No income,0,0,0.00,0.00,23:59,,0,0.00,0.00,1000.00,JPY,39,0,0,,0.0000,0.92000,0.92,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=803b0e81-e1c0-41a0-9725-e1008af0ac69&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,229097.3,,0.070,4,2024-10-26 06:03:05,0000-00-00,0.1200,3.1900,14.3500,,,,14.3500,-5.5800,,,,,,,,,,,,,,,0.92,0,1,1,1,1,2000-05-19 00:00:00,N,802.9999999999999,802.9999999999999,5.00,0.63,2024-10-24,N
BYYLQ19,PJZ2,Comgest Growth Japan (Class U),25.00,1,0,Comgest Asset Management International Limited Growth Japan (Class U),Above-average returns at below-average levels of risk.,Growth Japan (Class U),29036,Comgest Asset Management International Limited,113,Japan,Accumulation,Comgest Growth Japan (Class U) (Acc),0.00,0.92000,0.0000,0.92000,0.00,0.00000,0.000000,0,,0,N/a,No income,0,0,0.00,0.00,23:59,,0,0.00,0.00,1000.00,JPY,39,0,0,,0.0000,0.92000,0.92,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=2495890b-62bb-4f73-b120-53dde92d6667&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,229097.3,,0.070,4,2024-10-26 06:02:47,0000-00-00,0.1000,3.1400,14.2400,-19.1300,4.5100,,14.2400,-5.6100,-25.0000,0.0000,29.2300,,,,,,,,,,,,0.92,0,1,1,1,1,2000-05-19 00:00:00,N,1019,1019,6.00,0.59,2024-10-24,N
BK5X4K1,QYC4,Comgest Growth World (Class U),25.00,1,0,Comgest Asset Management International Limited Growth World (Class U),Above-average returns at below-average levels of risk.,Growth World (Class U),29036,Comgest Asset Management International Limited,109,Global,Income,Comgest Growth World (Class U) (Inc),0.00,0.92000,0.0000,0.92000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,0,0.00,0.00,23:59,,0,0.00,0.00,10.00,USD,35,0,0,,0.0000,0.92000,0.92,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=abd0a645-92f1-4415-8735-92379a7154e8&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,1048.3,,0.070,4,2024-10-26 06:02:56,0000-00-00,3.0000,5.0100,22.5800,16.7500,,,22.5800,9.6900,-13.1700,10.7300,,,,,,,,,,,,,0.92,0,1,1,1,1,2003-11-28 00:00:00,N,3881,3881,-16.00,-0.41,2024-10-24,N
BYYLQ53,NXSQ,Comgest Growth World (Class U),25.00,1,0,Comgest Asset Management International Limited Growth World (Class U),Above-average returns at below-average levels of risk.,Growth World (Class U),29036,Comgest Asset Management International Limited,109,Global,Accumulation,Comgest Growth World (Class U) (Acc),0.00,0.92000,0.0000,0.92000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,0,0.00,0.00,23:59,,0,0.00,0.00,10.00,USD,35,0,0,,0.0000,0.92000,0.92,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=44139a2b-06dd-479e-a34a-ce7b8ab0844a&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,1048.3,,0.070,4,2024-10-26 06:02:37,0000-00-00,2.9900,4.9600,22.5400,16.7400,51.9100,,22.5400,9.7100,-13.1700,10.7300,17.5300,,,,,,,,,,,,0.92,0,1,1,1,1,2003-11-28 00:00:00,N,3892,3892,-17.00,-0.43,2024-10-24,N
0216409,KM01,Consistent Opportunties Unit Trut,25.00,1,0,Consistent Opportunities Unit Trust,This fund is designed to provide investors with long term capital and income growth,Opportunities Unit Trust,466,Consistent,129,Specialist,Income,Consistent Opportunties Unit Trut (Inc),0.00,1.18000,0.0000,1.18000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,47,0,0,,0.0000,1.18000,1.18,N/a,Daily,,100.00,4.23,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=19df2fdc-ce31-46a9-86b9-a82cd5dd0d23&user=hl_website_documents,0.00,4.23,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,15.2,,0.180,5,2024-10-26 06:02:24,0000-00-00,-7.3100,-1.6600,16.6100,-16.2400,35.0100,,16.6100,-5.7900,-23.7600,60.5100,0.4300,,,,,,,,,,,,1.18,1,0,1,1,1,1988-02-01 00:00:00,N,61.870000000000005,61.870000000000005,-0.33,-0.53,2024-10-25,N
0217758,KM02,Consistent Opportunties Unit Trut,25.00,1,0,Consistent Opportunities Unit Trust,This fund is designed to provide investors with long term capital and income growth,Opportunities Unit Trust,466,Consistent,129,Specialist,Accumulation,Consistent Opportunties Unit Trut (Acc),0.00,1.18000,0.0000,1.18000,0.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,0.00,12:00,,0,0.00,0.00,1.00,GBP,47,0,0,,0.0000,1.18000,1.18,N/a,Daily,,100.00,4.23,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=cc230a1d-f341-4aeb-9342-9f47d82282a2&user=hl_website_documents,0.00,4.23,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,15.2,,0.180,5,2024-10-26 06:02:24,0000-00-00,-7.3200,-1.6600,16.6100,-16.2300,34.9800,,16.6100,-5.7400,-23.7800,60.5000,0.3900,,,,,,,,,,,,1.18,1,0,1,1,1,1988-02-01 00:00:00,N,172.23,172.23,-0.93,-0.54,2024-10-25,N
0698245,OP09,Consistent Practical Investment Fund,25.00,1,0,Consistent Practical Investment Fund,"This Fund is designed to provide investors with above average capital growth and increasing income from investment in a wide spread of UK and dollar denominated investment trusts, ordinary shares and other selected investments.",Practical Investment Fund,466,Consistent,101,UK All Companies,Income,Consistent Practical Investment Fund (Inc),5.00,1.13000,0.0000,1.13000,5.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,6.00,12:00,,0,0.00,4.30,0.10,GBP,36,0,0,N,0.0000,1.13000,1.13,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.00,3.53,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=8c648cbc-485b-4feb-b616-602d22f4c301&user=hl_website_documents,0.00,3.53,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,103.7,,0.130,5,2024-10-26 06:02:40,0000-00-00,0.6100,3.9100,19.3400,11.1500,34.6200,,19.3400,6.9800,-12.9400,27.3800,-4.9200,,,,,,,,,,,,1.13,1,0,1,1,1,1941-03-01 00:00:00,N,254.3,254.3,0.10,0.04,2024-10-25,N
0698267,OP08,Consistent Practical Investment Fund,25.00,1,0,Consistent Practical Investment Fund,"This Fund is designed to provide investors with above average capital growth and increasing income from investment in a wide spread of UK and dollar denominated investment trusts, ordinary shares and other selected investments.",Practical Investment Fund,466,Consistent,101,UK All Companies,Accumulation,Consistent Practical Investment Fund (Acc),5.00,1.13000,0.0000,1.13000,5.00,0.00000,0.000000,0,,0,Bi-annually,Dividend,0,0,0.00,6.00,12:00,,0,0.00,4.30,0.10,GBP,36,0,0,N,0.0000,1.13000,1.13,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.00,3.53,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=9383bedc-af3e-4977-910e-b6ff932b7169&user=hl_website_documents,0.00,3.53,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,103.7,,0.130,5,2024-10-26 06:02:40,0000-00-00,0.5800,3.8600,19.3200,11.1600,34.1900,,19.3200,7.0400,-12.9700,27.3600,-5.2200,,,,,,,,,,,,1.13,1,0,1,1,1,1941-03-01 00:00:00,N,1723,1723,0.00,0.00,2024-10-25,N
BTFQZT9,E2NL,CQS Global Convertible (Class I Hedged),25.00,1,0,CQS Funds (Ireland) Global Convertible (Class I hedged),,Global Convertible (Class I hedged),84779,CQS Funds (Ireland),129,Specialist,Accumulation,CQS Global Convertible (Class I Hedged) (Acc),0.00,0.90000,0.0000,0.90000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,22:00,,0,0.00,0.00,0.00,,0,0,0,N,0.0000,0.90000,0.90,N/a,Daily,,0.00,0.00,0,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=aca0d870-e334-4557-ab2e-7d71cac48da6&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,0.00,0.000,0.000,0.0,,0.250,2,2024-10-26 06:02:04,0000-00-00,3.4500,3.6800,9.2500,-2.4200,24.7400,,9.2500,3.0900,-13.3600,13.6000,12.5300,,,,,,,,,,,,0.90,0,0,1,1,1,0000-00-00 00:00:00,N,12710.1,12710.1,18.40,0.14,2024-10-24,N
BDFZR65,O1RO,Credo Dynamic (Class A),25.00,1,0,Credo Group Dynamic (Class A),"The investment objective of the Credo Dynamic Fund is to provide attractive risk-adjusted returns from a diversified portfolio of equity, fixed income and liquid alternative investments, with a focus on sterling assets. The fund aims to achieve equity-like returns over the long term but with lower risk.",Dynamic (Class A),29017,Credo Group,107,Mixed Investment 40-85% Shares,Accumulation,Credo Dynamic (Class A) (Acc),0.00,1.09000,0.0000,1.09000,0.00,0.00000,0.000000,0,,0,N/a,No income,0,0,0.00,0.00,22:00,,0,0.00,0.00,1.00,GBP,82,1,0,,0.0000,1.09000,1.09,N/a,Daily,,100.00,0.00,0,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=3f9d8c73-ed1f-4917-bf16-07459900ed13&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,60.3,,0.340,4,2024-10-26 06:02:38,0000-00-00,4.5800,7.6900,21.5500,14.9900,48.0800,,21.5500,0.5400,-5.9100,25.0600,2.9700,,,,,,,,,,,,1.09,0,0,1,1,1,2017-07-03 00:00:00,N,166.44,166.44,-0.09,-0.05,2024-10-24,N
BDFZR87,O1RT,Credo Global Equity (Class A),25.00,1,0,Credo Group Global Equity (Class A),The investment objective of the Credo Global Equity Fund is to generate sustainable excess returns versus global equity market indices through an actively managed portfolio of equities from issuers across global markets.,Global Equity (Class A),29017,Credo Group,109,Global,Accumulation,Credo Global Equity (Class A) (Acc),0.00,0.93000,0.0000,0.93000,0.00,0.00000,0.000000,0,,0,N/a,No income,0,0,0.00,0.00,22:00,,0,0.00,0.00,1.00,GBP,50,1,0,N,0.0000,0.93000,0.93,N/a,Daily,,0.00,0.00,0,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b3bc6d22-37be-4edb-8787-1e23fe797475&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,0.00,0.000,0.000,135.0,,0.180,4,2024-10-26 06:02:38,0000-00-00,6.6000,4.6200,18.6200,28.9500,65.9500,,18.6200,5.2900,3.2500,23.0500,4.5900,,,,,,,,,,,,0.93,0,0,1,1,1,2017-07-03 00:00:00,N,192.74,192.74,-0.86,-0.44,2024-10-24,N
BFNBMM0,P06U,CT (Lux) Global Smaller Cos (ZG GBP),25.00,1,0,Columbia Threadneedle Global Smaller Companies (Class ZG GBP),N/A,Global Smaller Companies (Class ZG GBP),152,Columbia Threadneedle,48,Unclassified,Accumulation,CT (Lux) Global Smaller Cos (ZG GBP) (Acc),0.00,1.05000,0.0000,1.05000,0.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,14:00,,0,0.00,0.00,0.00,EUR,80,0,1,,0.0000,1.05000,1.05,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ec50e724-1e45-4b3a-9b29-e22d4d9fe957&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,1708.6,,0.300,6,2024-10-26 06:02:42,0000-00-00,0.4100,3.6800,19.5600,-14.3400,41.8100,,19.5600,-1.5700,-27.2100,27.4700,29.8600,,,,,,,,,,,,1.05,0,0,1,1,1,2016-07-07 00:00:00,,1635.18,1635.18,-1.42,-0.09,2024-10-24,N
BFNBMT7,P26C,CT (Lux) Global Technology (ZG GBP),25.00,1,0,Columbia Threadneedle Global Technology (Class ZG GBP),N/A,Global Technology (Class ZG GBP),152,Columbia Threadneedle,134,Technology & Tech Innovations,Accumulation,CT (Lux) Global Technology (ZG GBP) (Acc),5.00,1.15000,0.0000,1.15000,5.00,0.00000,0.000000,0,,0,N/a,Dividend,0,0,0.00,0.00,22:00,,0,0.00,0.00,0.00,EUR,62,0,1,,0.0000,1.15000,1.15,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b81b3678-2b19-4605-9200-a5a364904b78&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,811.8,,0.850,5,2024-10-26 06:02:42,0000-00-00,4.5100,9.7200,32.9300,37.5200,156.1100,,32.9300,12.5200,-8.0500,43.1900,30.0600,,,,,,,,,,,,1.15,0,0,1,1,1,2016-07-07 00:00:00,N,3061.92,3061.92,6.38,0.21,2024-10-24,N
BZ006B7,C25Q,CT (Lux) Responsible Global Emerging Markets Eq,0.00,0,0,Columbia Threadneedle Responsible Global Emerging Markets Equity (R GBP),"The objective is to provide a medium through which investors may participate in an actively managed portfolio of ordinary shares (equities) of companies in emerging markets, which contribute to or benefit from sustainable economic development.",Responsible Global Emerging Markets Equity (R GBP),152,Columbia Threadneedle,112,Global Emerging Markets,Accumulation,CT (Lux) Responsible Global Emerging Markets Eq (Acc),0.00,1.00000,0.0000,1.00000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,112,0.00,0.00,05:00,,0,0.00,0.00,10.00,USD,68,0,1,,0.0000,1.00000,1.00,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=07743bb1-56d2-4efa-ab99-2116bfd7a8a7&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,100.00,0.000,0.000,321.0,,0.250,3,2024-10-26 06:01:59,0000-00-00,4.8100,7.1500,11.7200,-7.5200,2.4200,,11.7200,8.3300,-23.5900,6.1400,4.3400,,,,,,,,,,,,1.00,0,0,1,1,1,1994-07-01 00:00:00,N,1439,1439,-7.00,-0.48,2024-10-24,N
BDGLJF5,P1A2,CT (Lux) Responsible Global Equity (Class P),25.00,1,0,Columbia Threadneedle Responsible Global Equity (Class P),The Fund aims to provide long-term capital growth through investment in companies across the world. The Fund will invest in an ethically screened and diverse universe of companies.,Responsible Global Equity (Class P),152,Columbia Threadneedle,48,Unclassified,Income,CT (Lux) Responsible Global Equity (Class P) (Inc),0.00,0.95000,0.0000,0.95000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,0,0.00,0.00,04:00,,0,0.00,0.00,10.00,EUR,55,0,1,,0.0000,0.95000,0.95,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=7e746f7d-34e4-4049-877a-72536f671360&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,666.9,,0.200,6,2024-10-26 06:02:42,0000-00-00,3.3900,6.3600,26.0100,8.4200,59.0600,,26.0100,-3.3100,-11.0200,21.8300,20.4200,,,,,,,,,,,,0.95,0,0,1,1,1,2006-10-26 00:00:00,N,1738,1738,-7.00,-0.40,2024-10-24,N
BJLWDX1,Q9RO,CT (Lux) SDG Engagement Global Equity (Class R),25.00,1,0,Columbia Threadneedle SDG Engagement Global Equity (Class R),The objective is to achieve long term capital growth and support sustainable development.,SDG Engagement Global Equity (Class R),152,Columbia Threadneedle,109,Global,Accumulation,CT (Lux) SDG Engagement Global Equity (Class R) (Acc),0.00,1.01000,0.0000,1.01000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,112,0.00,0.00,05:00,,0,0.00,0.00,10.00,USD,57,0,1,,0.0000,1.01000,1.01,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=d5435bb4-c59c-4772-bf5a-f36091872da8&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,1179.2,,0.260,4,2024-10-26 06:02:50,0000-00-00,1.8300,5.4000,21.2300,0.7400,42.3700,,21.2300,-4.6200,-12.8800,29.4300,9.1900,,,,,,,,,,,,1.01,0,0,1,1,1,2019-03-01 00:00:00,N,1502,1502,-18.00,-1.18,2024-10-24,N
BJLWDY2,Q9RP,CT (Lux) SDG Engagement Global Equity (Class R),25.00,1,0,Columbia Threadneedle SDG Engagement Global Equity (Class R),The objective is to achieve long term capital growth and support sustainable development.,SDG Engagement Global Equity (Class R),152,Columbia Threadneedle,109,Global,Income,CT (Lux) SDG Engagement Global Equity (Class R) (Inc),0.00,1.01000,0.0000,1.01000,0.00,0.00000,0.000000,0,,0,Annually,Dividend,0,112,0.00,0.00,05:00,,0,0.00,0.00,10.00,USD,57,0,1,,0.0000,1.01000,1.01,N/a,Daily,,100.00,0.00,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=dd1e4c05-ffcf-4a8e-8c30-b3893c533267&user=hl_website_documents,0.00,0.00,0.00,0.00,0.00,0.00,0.000,25.00,100.00,0.000,0.000,1179.2,,0.260,4,2024-10-26 06:02:50,0000-00-00,1.2700,4.8200,20.6500,0.2400,41.2700,,20.6500,-4.5500,-12.9500,29.0400,9.2100,,,,,,,,,,,,1.01,0,0,1,1,1,2019-03-01 00:00:00,N,1435,1435,-16.00,-1.10,2024-10-24,N
B6WD1G1,G7CE,CT American (Class Z),25.00,1,0,Columbia Threadneedle American (Class Z),"The Fund aims to achieve capital growth.The Fund invests primarily in the stock of medium to large companies domiciled in North America or which have significant North American operations. If desirable, the Fund may further invest in other securities (including fixed interest securities, other equities and money market securities).",American (Class Z),152,Columbia Threadneedle,110,North America,Income,CT American (Class Z) (Inc),0.00,0.79000,0.0000,0.73500,0.00,0.05500,0.000000,0,,0,Annually,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.31,GBP,55,0,0,N,0.0000,0.79000,0.79,N/a,Daily,,100.00,0.39,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=2db8de04-ee46-43ff-82ed-d66e4da717b2&user=hl_website_documents,0.00,0.39,0.00,0.00,0.00,0.00,0.055,25.00,100.00,0.055,0.000,1866.9,,0.040,2,2024-10-26 06:02:14,0000-00-00,5.1900,9.8200,30.0400,26.4700,89.3400,,30.0400,-1.8400,-0.9300,27.8600,17.0900,,,,,,,,,,,,0.79,0,1,1,1,1,1968-02-05 00:00:00,,539.18,539.18,-0.88,-0.16,2024-10-25,N
B7T2FK0,G7CD,CT American (Class Z),25.00,1,0,Columbia Threadneedle American (Class Z),"The Fund aims to achieve capital growth.The Fund invests primarily in the stock of medium to large companies domiciled in North America or which have significant North American operations. If desirable, the Fund may further invest in other securities (including fixed interest securities, other equities and money market securities).",American (Class Z),152,Columbia Threadneedle,110,North America,Accumulation,CT American (Class Z) (Acc),0.00,0.79000,0.0000,0.73500,0.00,0.05500,0.000000,0,,0,Annually,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.31,GBP,55,0,0,N,0.0000,0.79000,0.79,N/a,Daily,,100.00,0.39,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=874f859f-83f4-42ee-a7b9-3242266b7726&user=hl_website_documents,0.00,0.39,0.00,0.00,0.00,0.00,0.055,25.00,100.00,0.055,0.000,1866.9,,0.040,2,2024-10-26 06:02:14,0000-00-00,5.1900,9.8200,30.0500,26.4800,89.3000,,30.0500,-1.8300,-0.9300,27.8700,17.0500,,,,,,,,,,,,0.79,0,1,1,1,1,1968-02-05 00:00:00,,572.11,572.11,-0.93,-0.16,2024-10-25,N
B7HJLD8,G7CF,CT American Select (Class Z),25.00,1,0,Columbia Threadneedle American Select (Class Z),"The Fund aims to achieve above average capital growth over the long term. It currently looks to outperform the S&P 500 Index after charges, when measured over rolling 3-year periods. The Fund is actively managed, and invests at least 75% of its assets in a concentrated portfolio of shares of companies domiciled in the United States of America (US), or which have significant US business operations. The Fund will select companies in which the fund manager has a high conviction that the current share price does not reflect the prospects for that business. These companies may be chosen from within any industry or economic sector, with significant sector and share weightings taken at the discretion of the fund manager. There is no restriction on company size, however, investment will tend to focus on larger companies, such as those included in the S&P 500. The S&P 500 Index is a US stock market index, the constituents of which represent around 500 of the largest companies listed on the New York Stock Exchange or NASDAQ. It provides a helpful benchmark against which Fund performance can be evaluated over time. The Fund will typically invest in fewer than 60 companies, including the shares of some companies not within the Index. On occasion, the Fund may invest in other securities (including fixed interest securities), when deemed appropriate. The Fund may also hold money market instruments, both directly and indirectly (through other collective investment schemes), deposits, cash and near cash. The Fund is not permitted to invest in derivatives for investment purposes, but derivatives may be used with the aim of reducing risk or managing the Fund more efficiently.",American Select (Class Z),152,Columbia Threadneedle,110,North America,Accumulation,CT American Select (Class Z) (Acc),0.00,0.82000,0.0000,0.76500,0.00,0.05500,0.000000,0,,0,Annually,Dividend,0,6,0.00,0.00,12:00,,0,0.00,0.00,0.22,GBP,39,0,0,N,0.0000,0.82000,0.82,N/a,Daily,,100.00,0.31,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=8069b4d8-7425-4b88-9060-8a7315fd2ad0&user=hl_website_documents,0.00,0.31,0.00,0.00,0.00,0.00,0.055,25.00,100.00,0.055,0.000,900.3,,0.070,2,2024-10-26 06:02:14,0000-00-00,5.4100,9.0200,31.5500,18.7900,83.2200,,31.5500,-1.9400,-7.9200,29.5800,19.0300,,,,,,,,,,,,0.82,0,1,1,1,1,1982-03-31 00:00:00,,521.52,521.52,-0.22,-0.04,2024-10-25,N
